,GroupID,MemberID,HomePlanet,Destination,CryoSleep,VIP,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Cabin_num,Side,Transported
2290,2461,1,3,0,1,0,69,0.0,0.0,0.0,0.0,0.0,1,396,0,0
2291,2462,1,0,2,1,0,15,0.0,0.0,0.0,0.0,0.0,1,397,0,0
2292,2463,1,0,0,0,0,48,58.0,0.0,12.0,0.0,0.0,2,171,0,0
2293,2466,1,0,0,0,0,42,0.0,1.0,61.0,897.0,0.0,0,472,0,0
2294,2467,1,2,0,0,0,42,999.0,0.0,49.0,0.0,11.0,5,83,0,0
2295,2470,1,0,0,0,0,23,139.0,0.0,0.0,567.0,0.0,1,398,0,0
2296,2470,2,0,0,0,0,26,0.0,0.0,0.0,543.0,0.0,1,398,0,0
2297,2471,1,0,0,0,0,45,0.0,0.0,450.0,94.0,364.0,1,403,1,0
2298,2472,1,0,0,0,0,30,756.0,4.0,30.0,0.0,0.0,2,173,0,0
2299,2474,1,2,0,1,0,36,0.0,0.0,0.0,0.0,0.0,0,475,0,1
2300,2475,1,1,0,0,0,0,0.0,27.0,0.0,3573.0,3643.0,4,85,1,0
2301,2476,1,0,0,0,0,35,0.0,0.0,1.0,0.0,1264.0,0,512,1,0
2302,2477,1,1,0,1,0,21,0.0,0.0,0.0,0.0,0.0,4,86,1,1
2303,2477,2,1,1,1,0,50,0.0,0.0,0.0,0.0,0.0,4,86,1,1
2304,2478,1,0,0,1,0,52,0.0,0.0,0.0,0.0,0.0,1,404,1,0
2305,2479,1,0,2,1,0,21,0.0,0.0,0.0,0.0,0.0,7,-1,2,0
2306,2480,1,0,1,0,0,41,682.0,0.0,0.0,0.0,17.0,0,476,0,0
2307,2483,1,0,1,0,0,35,2594.0,195.0,0.0,0.0,0.0,0,477,0,0
2308,2486,1,0,0,0,0,26,552.0,192.0,30.0,0.0,1.0,0,513,1,0
2309,2486,2,0,0,0,0,17,584.0,738.0,54.0,0.0,621.0,0,513,1,0
2310,2488,1,2,0,0,0,69,4483.0,0.0,525.0,0.0,500.0,5,85,0,0
2311,2489,1,1,0,1,0,27,0.0,0.0,0.0,0.0,0.0,3,72,1,1
2312,2491,1,0,2,0,0,25,2.0,2762.0,552.0,0.0,1391.0,1,401,0,0
2313,2492,1,2,0,1,0,27,0.0,0.0,0.0,0.0,0.0,0,480,0,1
2314,2496,1,0,0,0,0,25,64.0,0.0,0.0,660.0,0.0,0,481,0,0
2315,2497,1,0,1,0,0,36,0.0,0.0,0.0,33.0,619.0,7,-1,2,0
2316,2498,1,0,0,0,0,14,148.0,0.0,34.0,808.0,0.0,2,176,0,0
2317,2499,1,1,1,1,0,27,0.0,0.0,0.0,0.0,0.0,4,89,0,1
2318,2500,1,0,0,0,0,22,272.0,44.0,0.0,1064.0,418.0,1,403,0,0
2319,2502,1,0,0,0,0,24,873.0,12.0,1.0,0.0,3.0,1,404,0,0
2320,2503,1,2,0,0,0,0,311.0,0.0,745.0,232.0,0.0,0,516,1,0
2321,2503,2,2,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,516,1,1
2322,2505,1,3,0,0,0,19,0.0,13.0,291.0,481.0,2.0,2,149,1,0
2323,2505,2,0,0,0,0,19,0.0,5.0,4.0,541.0,238.0,2,149,1,0
2324,2506,1,3,1,0,0,38,0.0,2506.0,46.0,11001.0,5.0,6,19,1,0
2325,2506,2,1,1,1,0,39,0.0,0.0,0.0,0.0,0.0,6,19,1,1
2326,2506,3,1,1,0,0,23,36.0,2467.0,0.0,381.0,803.0,6,19,1,0
2327,2508,1,1,1,1,0,57,0.0,0.0,0.0,0.0,0.0,5,86,0,1
2328,2508,2,1,0,1,0,18,0.0,0.0,0.0,0.0,0.0,5,86,0,1
2329,2509,1,0,0,0,0,43,0.0,9.0,1145.0,0.0,0.0,0,483,0,0
2330,2510,1,2,0,0,0,28,34.0,0.0,1342.0,91.0,0.0,0,517,1,1
2331,2512,1,1,1,0,0,33,0.0,8759.0,0.0,2788.0,4513.0,4,91,0,0
2332,2512,2,1,1,1,0,37,0.0,0.0,0.0,0.0,0.0,4,91,0,1
2333,2513,1,0,0,0,0,28,0.0,55.0,0.0,656.0,0.0,7,-1,2,0
2334,2515,1,1,1,0,1,28,2.0,2144.0,0.0,435.0,5872.0,3,96,0,0
2335,2515,2,1,1,1,0,18,0.0,0.0,0.0,0.0,0.0,3,96,0,1
2336,2516,1,0,1,0,0,29,75.0,17.0,0.0,211.0,506.0,1,406,1,0
2337,2518,1,1,0,1,0,29,0.0,0.0,0.0,0.0,0.0,4,87,1,1
2338,2518,2,1,1,1,0,28,0.0,0.0,0.0,0.0,0.0,4,87,1,1
2339,2519,1,0,0,0,0,24,172.0,775.0,344.0,0.0,0.0,0,485,0,1
2340,2520,1,1,0,0,0,59,0.0,5407.0,0.0,285.0,1135.0,4,88,1,0
2341,2521,1,2,0,1,0,43,0.0,0.0,0.0,0.0,0.0,2,151,1,0
2342,2522,1,2,0,1,0,20,0.0,0.0,0.0,0.0,0.0,0,520,1,1
2343,2523,1,1,1,1,0,23,0.0,0.0,0.0,0.0,0.0,3,73,1,1
2344,2524,1,1,1,1,0,27,0.0,0.0,0.0,0.0,0.0,5,74,1,1
2345,2526,1,1,1,1,0,38,0.0,0.0,0.0,0.0,0.0,3,74,1,1
2346,2527,1,0,2,1,0,38,0.0,0.0,0.0,0.0,0.0,1,405,0,1
2347,2528,1,2,0,0,0,48,639.0,412.0,110.0,0.0,0.0,0,487,0,1
2348,2530,1,2,0,0,0,25,1734.0,1.0,189.0,1.0,0.0,0,488,0,0
2349,2531,1,0,2,1,0,25,0.0,0.0,0.0,0.0,0.0,1,407,1,1
2350,2532,1,2,0,0,0,24,737.0,37.0,1682.0,0.0,0.0,0,489,0,0
2351,2532,2,2,0,1,0,69,0.0,0.0,0.0,0.0,0.0,0,489,0,1
2352,2534,1,1,1,0,0,20,0.0,646.0,0.0,0.0,1425.0,3,75,1,0
2353,2534,2,1,1,1,0,18,0.0,0.0,0.0,0.0,0.0,3,75,1,1
2354,2535,1,0,0,1,0,28,0.0,0.0,0.0,0.0,0.0,1,409,1,0
2355,2537,1,0,2,0,0,23,0.0,9.0,292.0,35.0,349.0,2,152,1,1
2356,2540,1,2,0,0,0,24,345.0,0.0,451.0,0.0,582.0,2,177,0,0
2357,2541,1,1,3,0,0,44,0.0,1482.0,127.0,1555.0,1257.0,3,77,1,0
2358,2542,1,2,0,0,0,29,834.0,0.0,28.0,117.0,41.0,2,153,1,0
2359,2544,1,1,1,0,0,6,0.0,0.0,0.0,0.0,0.0,3,97,0,1
2360,2544,2,1,0,0,0,42,41.0,1912.0,0.0,1899.0,43.0,3,97,0,0
2361,2545,1,0,1,1,0,78,0.0,0.0,0.0,0.0,0.0,1,410,1,0
2362,2546,1,0,0,0,0,36,548.0,179.0,24.0,0.0,77.0,0,491,0,0
2363,2547,1,1,1,0,0,37,0.0,100.0,0.0,1402.0,1462.0,7,-1,2,0
2364,2547,2,1,1,0,0,41,0.0,12809.0,2.0,2835.0,1514.0,6,20,1,1
2365,2548,1,0,0,0,0,18,852.0,48.0,0.0,7.0,0.0,1,407,0,0
2366,2549,1,2,0,0,0,62,1663.0,0.0,23.0,2.0,12.0,0,522,1,0
2367,2549,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,522,1,1
2368,2549,3,2,0,0,0,55,1281.0,0.0,7.0,1.0,0.0,0,522,1,0
2369,2550,1,0,0,1,0,16,0.0,0.0,0.0,0.0,0.0,1,411,1,1
2370,2551,1,0,0,0,0,32,238.0,156.0,3.0,2.0,324.0,0,523,1,0
2371,2552,1,0,0,0,0,19,0.0,1124.0,4.0,0.0,0.0,0,492,0,1
2372,2552,2,0,1,0,0,7,0.0,0.0,0.0,0.0,0.0,1,408,0,1
2373,2552,3,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,1,408,0,1
2374,2553,1,1,0,1,0,30,0.0,0.0,0.0,0.0,0.0,5,87,0,1
2375,2555,1,1,1,1,0,24,0.0,0.0,0.0,0.0,0.0,3,78,1,1
2376,2555,2,1,0,1,0,34,0.0,0.0,0.0,0.0,0.0,3,78,1,1
2377,2557,1,1,0,1,0,30,0.0,0.0,0.0,0.0,0.0,4,92,0,1
2378,2558,1,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,525,1,1
2379,2558,2,2,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0,525,1,1
2380,2558,3,2,0,0,0,55,403.0,0.0,922.0,0.0,0.0,0,525,1,1
2381,2558,4,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,525,1,1
2382,2559,1,1,0,0,0,51,0.0,1949.0,0.0,2549.0,39.0,7,-1,2,0
2383,2560,1,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1,412,1,1
2384,2560,2,0,0,0,0,21,882.0,0.0,0.0,0.0,0.0,1,412,1,0
2385,2560,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1,412,1,0
2386,2561,1,0,0,0,0,19,194.0,44.0,0.0,549.0,1.0,2,178,0,0
2387,2562,1,2,0,1,0,24,0.0,0.0,0.0,0.0,0.0,0,526,1,1
2388,2562,2,2,0,0,0,20,2502.0,0.0,96.0,0.0,0.0,0,526,1,0
2389,2564,1,1,0,0,0,42,2.0,3024.0,0.0,89.0,10.0,2,179,0,1
2390,2565,1,2,0,1,0,17,0.0,0.0,0.0,0.0,0.0,0,527,1,1
2391,2565,2,2,0,0,0,32,598.0,0.0,138.0,0.0,624.0,2,155,1,0
2392,2571,1,0,0,0,0,28,145.0,8.0,557.0,0.0,74.0,1,414,1,1
2393,2572,1,1,1,1,0,21,0.0,0.0,0.0,0.0,0.0,4,93,0,1
2394,2572,2,1,1,1,1,56,0.0,0.0,0.0,0.0,0.0,4,93,0,1
2395,2573,1,1,1,1,0,28,0.0,0.0,0.0,0.0,0.0,4,90,1,1
2396,2574,1,0,0,0,0,42,10.0,303.0,12.0,0.0,478.0,0,496,0,0
2397,2578,1,0,0,0,0,18,1153.0,0.0,0.0,1409.0,195.0,0,498,0,0
2398,2580,1,0,0,0,0,24,19.0,676.0,0.0,26.0,0.0,1,412,0,0
2399,2581,1,0,0,0,0,20,496.0,20.0,16.0,0.0,254.0,2,156,1,0
2400,2581,2,0,0,0,0,22,26.0,0.0,0.0,0.0,733.0,0,531,1,0
2401,2582,1,0,0,0,0,22,98.0,0.0,46.0,641.0,0.0,1,415,1,0
2402,2584,1,0,2,0,0,21,0.0,0.0,0.0,0.0,0.0,1,417,1,0
2403,2588,1,0,0,0,0,28,4.0,166.0,743.0,0.0,0.0,1,419,1,1
2404,2589,1,1,0,1,0,26,0.0,0.0,0.0,0.0,0.0,4,91,1,1
2405,2589,2,1,1,1,0,50,0.0,0.0,0.0,0.0,0.0,4,91,1,1
2406,2589,3,1,0,0,0,26,0.0,8150.0,0.0,3508.0,99.0,4,91,1,0
2407,2589,4,1,0,0,1,30,0.0,632.0,0.0,673.0,2272.0,4,91,1,0
2408,2589,5,1,0,1,0,29,0.0,0.0,0.0,0.0,0.0,4,91,1,1
2409,2590,1,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,1,420,1,0
2410,2590,2,0,0,0,0,45,406.0,148.0,285.0,0.0,0.0,1,420,1,0
2411,2590,3,0,2,1,0,35,0.0,0.0,0.0,0.0,0.0,1,420,1,1
2412,2591,1,0,2,0,0,18,9.0,419.0,0.0,201.0,7.0,0,499,0,0
2413,2591,2,0,0,0,0,23,0.0,121.0,0.0,568.0,128.0,1,413,0,0
2414,2592,1,2,0,0,1,29,803.0,0.0,0.0,58.0,0.0,5,75,1,0
2415,2592,2,2,0,0,0,18,1102.0,9.0,2628.0,0.0,0.0,5,75,1,0
2416,2593,1,0,0,0,0,28,804.0,2.0,13.0,0.0,62.0,1,421,1,0
2417,2594,1,1,0,1,0,34,0.0,0.0,0.0,0.0,0.0,3,98,0,1
2418,2595,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,533,1,1
2419,2595,2,2,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,533,1,1
2420,2595,3,2,0,0,0,28,938.0,61.0,0.0,53.0,4.0,5,76,1,0
2421,2595,4,2,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,533,1,1
2422,2596,1,2,0,0,0,20,59.0,0.0,1646.0,1657.0,0.0,5,77,1,0
2423,2596,2,2,0,1,0,20,0.0,0.0,0.0,0.0,0.0,0,534,1,1
2424,2597,1,2,0,1,0,25,0.0,0.0,0.0,0.0,0.0,0,500,0,1
2425,2597,2,3,1,0,0,31,995.0,7.0,1213.0,0.0,687.0,0,500,0,0
2426,2598,1,2,0,0,0,37,27.0,0.0,1131.0,0.0,1318.0,0,535,1,0
2427,2599,1,0,0,1,0,21,0.0,0.0,0.0,0.0,0.0,7,-1,2,0
2428,2601,1,2,0,1,0,24,0.0,0.0,0.0,0.0,0.0,0,536,1,1
2429,2602,1,2,0,1,0,34,0.0,0.0,0.0,0.0,0.0,2,158,1,0
2430,2602,2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2,158,1,1
2431,2602,3,2,0,1,0,25,0.0,0.0,0.0,0.0,0.0,2,158,1,0
2432,2605,1,2,1,1,0,43,0.0,0.0,0.0,0.0,0.0,5,88,0,1
2433,2606,1,0,0,0,0,0,900.0,0.0,0.0,0.0,1.0,0,537,1,0
2434,2606,2,0,0,0,0,45,10.0,16.0,801.0,73.0,0.0,0,537,1,0
2435,2607,1,1,0,1,0,63,0.0,0.0,0.0,0.0,0.0,3,99,0,1
2436,2607,2,1,0,1,0,17,0.0,0.0,0.0,0.0,0.0,3,99,0,1
2437,2607,3,1,1,0,0,35,0.0,1471.0,2.0,445.0,533.0,3,99,0,1
2438,2607,4,1,0,0,0,12,0.0,0.0,0.0,0.0,0.0,3,99,0,1
2439,2609,1,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1,416,0,1
2440,2616,1,0,0,0,0,17,0.0,604.0,0.0,0.0,218.0,0,541,1,0
2441,2617,1,0,2,0,0,32,59.0,0.0,469.0,0.0,0.0,1,424,1,0
2442,2618,1,3,0,1,0,23,0.0,0.0,0.0,0.0,0.0,2,159,1,1
2443,2619,1,0,1,0,0,17,2000.0,0.0,0.0,0.0,0.0,0,504,0,0
2444,2622,1,0,1,0,0,34,492.0,0.0,13.0,55.0,0.0,0,505,0,0
2445,2624,1,0,0,0,0,15,0.0,0.0,875.0,3.0,0.0,0,542,1,0
2446,2625,1,0,0,1,0,14,0.0,0.0,0.0,0.0,0.0,1,426,1,1
2447,2625,2,0,0,0,0,22,0.0,1.0,271.0,0.0,1348.0,2,160,1,0
2448,2626,1,0,0,0,0,19,232.0,0.0,479.0,0.0,5.0,0,543,1,0
2449,2627,1,0,2,0,0,40,0.0,228.0,5.0,454.0,1.0,0,544,1,0
2450,2628,1,1,1,1,0,25,0.0,0.0,0.0,0.0,0.0,6,21,1,1
2451,2628,2,1,1,0,0,51,0.0,6.0,0.0,2085.0,67.0,6,21,1,0
2452,2629,1,0,0,0,0,22,91.0,6.0,0.0,17.0,693.0,1,427,1,0
2453,2631,1,2,1,1,0,50,0.0,0.0,0.0,0.0,0.0,0,545,1,1
2454,2633,1,0,1,0,0,26,0.0,0.0,0.0,0.0,0.0,1,428,1,0
2455,2634,1,2,0,1,0,39,0.0,0.0,0.0,0.0,0.0,0,508,0,1
2456,2635,1,2,0,0,0,18,1867.0,0.0,29.0,72.0,0.0,5,78,1,1
2457,2636,1,0,0,0,0,22,0.0,0.0,137.0,671.0,0.0,1,419,0,0
2458,2638,1,0,0,0,0,26,0.0,29.0,0.0,759.0,0.0,2,181,0,0
2459,2640,1,0,0,0,0,19,0.0,0.0,0.0,0.0,1051.0,0,510,0,0
2460,2641,1,0,2,1,0,16,0.0,0.0,0.0,0.0,0.0,1,420,0,0
2461,2642,1,3,0,0,0,24,0.0,0.0,17.0,0.0,793.0,1,430,1,0
2462,2643,1,0,2,0,0,34,122.0,0.0,6.0,739.0,0.0,0,511,0,0
2463,2645,1,1,0,0,0,55,0.0,815.0,1558.0,3.0,1334.0,4,95,0,1
2464,2645,2,1,0,0,0,42,3.0,2174.0,0.0,10860.0,2564.0,4,95,0,0
2465,2645,3,1,0,1,0,14,0.0,0.0,0.0,0.0,0.0,4,95,0,1
2466,2645,4,1,1,0,0,28,0.0,3053.0,0.0,839.0,2153.0,4,95,0,1
2467,2645,5,1,1,1,0,26,0.0,0.0,0.0,0.0,0.0,4,95,0,1
2468,2646,1,1,1,0,0,33,0.0,286.0,1795.0,712.0,7041.0,3,80,1,0
2469,2647,1,0,0,0,0,24,0.0,0.0,0.0,636.0,68.0,0,547,1,0
2470,2648,1,0,0,0,0,23,490.0,313.0,0.0,6.0,0.0,1,421,0,0
2471,2649,1,2,0,0,0,16,46.0,0.0,1994.0,0.0,677.0,5,79,1,0
2472,2650,1,0,0,1,0,36,0.0,0.0,0.0,0.0,0.0,1,431,1,0
2473,2651,1,1,1,1,0,44,0.0,0.0,0.0,0.0,0.0,3,100,0,1
2474,2652,1,0,0,0,0,22,0.0,0.0,670.0,0.0,32.0,0,513,0,1
2475,2655,1,0,0,1,0,30,0.0,0.0,0.0,0.0,0.0,1,422,0,0
2476,2657,1,0,0,0,0,20,0.0,27.0,1.0,686.0,1.0,0,514,0,0
2477,2658,1,0,0,0,0,21,366.0,1136.0,795.0,132.0,0.0,0,549,1,0
2478,2659,1,2,0,0,0,14,0.0,0.0,0.0,0.0,0.0,2,182,0,1
2479,2660,1,0,0,0,0,27,0.0,0.0,0.0,2.0,1215.0,0,550,1,0
2480,2661,1,0,0,0,0,19,1.0,4.0,0.0,750.0,3.0,0,515,0,0
2481,2661,2,0,0,1,0,21,0.0,0.0,0.0,0.0,0.0,1,423,0,1
2482,2662,1,2,1,0,0,0,1722.0,4.0,937.0,0.0,0.0,0,551,1,0
2483,2663,1,0,1,0,0,13,0.0,0.0,0.0,4.0,811.0,0,552,1,1
2484,2664,1,2,2,1,0,71,0.0,0.0,0.0,0.0,0.0,2,183,0,1
2485,2666,1,2,0,1,0,28,0.0,0.0,0.0,0.0,0.0,2,184,0,0
2486,2666,2,2,1,0,0,18,1874.0,0.0,260.0,0.0,0.0,2,184,0,0
2487,2668,1,0,1,0,0,23,29.0,34.0,1.0,2838.0,0.0,0,516,0,0
2488,2668,2,0,1,0,0,34,0.0,382.0,0.0,87.0,236.0,1,424,0,0
2489,2670,1,0,0,0,0,20,4.0,790.0,0.0,15.0,0.0,1,432,1,0
2490,2671,1,0,1,0,0,17,0.0,33.0,0.0,56.0,708.0,0,554,1,0
2491,2672,1,0,2,0,0,21,970.0,0.0,213.0,8.0,86.0,0,555,1,0
2492,2675,1,1,0,0,0,33,0.0,1554.0,3813.0,0.0,1435.0,4,97,0,1
2493,2676,1,1,1,0,0,34,3551.0,1284.0,1865.0,90.0,0.0,3,81,1,1
2494,2677,1,1,0,0,0,51,0.0,302.0,0.0,1367.0,669.0,5,90,0,0
2495,2678,1,0,0,0,0,21,0.0,680.0,0.0,10.0,0.0,0,517,0,1
2496,2679,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,426,0,0
2497,2682,1,0,0,0,0,31,880.0,0.0,0.0,8.0,0.0,1,434,1,0
2498,2683,1,1,0,0,0,36,2.0,1297.0,0.0,4.0,0.0,6,32,0,1
2499,2684,1,1,0,0,0,39,0.0,7116.0,0.0,13208.0,1515.0,3,83,1,0
2500,2685,1,0,0,0,0,26,886.0,0.0,0.0,0.0,21.0,1,435,1,0
2501,2687,1,0,0,0,0,51,0.0,1347.0,0.0,43.0,0.0,0,556,1,1
2502,2688,1,3,0,0,0,24,13.0,193.0,0.0,0.0,591.0,0,557,1,0
2503,2690,1,0,1,0,0,27,339.0,104.0,116.0,160.0,0.0,2,185,0,1
2504,2691,1,0,0,0,0,31,0.0,243.0,1.0,559.0,0.0,0,558,1,0
2505,2692,1,0,0,0,0,24,0.0,0.0,21.0,0.0,695.0,7,-1,2,0
2506,2693,1,1,0,0,0,57,0.0,1514.0,0.0,72.0,1393.0,6,22,1,0
2507,2693,2,1,1,0,1,36,11.0,79.0,0.0,210.0,1895.0,6,22,1,0
2508,2693,3,1,0,0,0,55,0.0,846.0,0.0,263.0,2024.0,6,22,1,0
2509,2693,4,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,6,22,1,0
2510,2695,1,2,0,0,0,18,947.0,0.0,4.0,4.0,0.0,2,186,0,0
2511,2697,1,2,0,0,0,27,1893.0,487.0,4.0,0.0,0.0,5,91,0,0
2512,2698,1,1,0,0,0,50,0.0,2684.0,0.0,153.0,1751.0,4,94,1,0
2513,2700,1,0,0,0,0,24,45.0,138.0,1.0,0.0,530.0,0,520,0,0
2514,2701,1,0,2,1,0,20,0.0,0.0,0.0,0.0,0.0,1,428,0,1
2515,2702,1,0,0,1,0,24,0.0,0.0,0.0,0.0,0.0,1,437,1,1
2516,2703,1,0,0,0,0,18,0.0,617.0,0.0,0.0,10.0,1,429,0,0
2517,2704,1,0,0,0,0,44,1178.0,1.0,348.0,0.0,0.0,0,521,0,0
2518,2706,1,1,1,1,0,27,0.0,0.0,0.0,0.0,0.0,3,102,0,1
2519,2707,1,1,0,0,0,58,1113.0,1650.0,0.0,194.0,510.0,3,103,0,1
2520,2707,2,1,2,1,0,29,0.0,0.0,0.0,0.0,0.0,3,103,0,1
2521,2708,1,0,2,0,0,23,3.0,548.0,37.0,0.0,12.0,0,522,0,1
2522,2709,1,2,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0,523,0,1
2523,2709,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,523,0,1
2524,2709,3,2,3,0,0,33,361.0,0.0,381.0,1622.0,0.0,0,523,0,0
2525,2709,4,2,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0,523,0,1
2526,2712,1,1,0,1,0,44,0.0,0.0,0.0,0.0,0.0,3,105,0,1
2527,2713,1,0,0,1,0,20,0.0,0.0,0.0,0.0,0.0,1,438,1,1
2528,2714,1,0,1,0,0,59,269.0,1776.0,0.0,0.0,12.0,0,561,1,0
2529,2717,1,0,0,0,0,18,130.0,0.0,13.0,191.0,554.0,1,431,0,0
2530,2718,1,1,0,1,0,72,0.0,0.0,0.0,0.0,0.0,3,106,0,1
2531,2720,1,0,2,0,0,23,171.0,2373.0,1.0,30.0,985.0,1,439,1,0
2532,2720,2,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,439,1,0
2533,2720,3,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1,439,1,1
2534,2721,1,0,2,0,0,25,21.0,746.0,55.0,0.0,4.0,0,563,1,0
2535,2722,1,2,1,1,0,25,0.0,0.0,0.0,0.0,0.0,5,93,0,1
2536,2723,1,1,0,1,0,24,0.0,0.0,0.0,0.0,0.0,4,99,0,1
2537,2723,2,1,0,0,0,54,0.0,5876.0,0.0,0.0,914.0,4,99,0,1
2538,2724,1,2,1,1,0,17,0.0,0.0,0.0,0.0,0.0,0,564,1,1
2539,2724,2,2,0,0,0,48,1200.0,0.0,38.0,48.0,0.0,0,564,1,0
2540,2725,1,0,0,0,0,40,0.0,0.0,362.0,272.0,0.0,0,565,1,0
2541,2726,1,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,1,440,1,0
2542,2727,1,0,0,0,0,32,0.0,9.0,11.0,784.0,63.0,0,525,0,0
2543,2729,1,0,0,1,0,15,0.0,0.0,0.0,0.0,0.0,1,432,0,1
2544,2730,1,3,0,1,0,52,0.0,0.0,0.0,0.0,0.0,1,433,0,1
2545,2730,2,0,0,0,0,16,0.0,1115.0,0.0,1674.0,132.0,0,527,0,0
2546,2730,3,0,0,1,0,16,0.0,0.0,0.0,0.0,0.0,1,433,0,1
2547,2732,1,0,1,1,0,16,0.0,0.0,0.0,0.0,0.0,1,435,0,1
2548,2732,2,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,1,435,0,0
2549,2734,1,2,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,567,1,1
2550,2736,1,2,0,0,1,27,1709.0,4.0,24.0,0.0,0.0,5,81,1,0
2551,2737,1,1,1,0,0,45,0.0,726.0,0.0,281.0,1257.0,4,100,0,1
2552,2737,2,1,0,0,0,26,2381.0,1772.0,0.0,0.0,2618.0,4,100,0,0
2553,2738,1,2,0,0,0,29,1049.0,0.0,0.0,0.0,0.0,2,187,0,0
2554,2739,1,0,2,1,0,38,0.0,0.0,0.0,0.0,0.0,1,442,1,1
2555,2740,1,0,0,0,0,19,1.0,143.0,0.0,254.0,107.0,2,163,1,1
2556,2741,1,2,0,0,0,43,471.0,0.0,133.0,2.0,692.0,2,164,1,0
2557,2743,1,0,0,0,0,15,746.0,0.0,2.0,0.0,11.0,0,528,0,0
2558,2745,1,2,3,0,0,31,1511.0,0.0,310.0,0.0,0.0,0,568,1,0
2559,2746,1,2,0,0,0,52,758.0,0.0,356.0,5.0,0.0,0,569,1,0
2560,2747,1,2,0,0,0,49,0.0,0.0,0.0,0.0,0.0,0,570,1,1
2561,2748,1,0,1,0,0,29,143.0,548.0,0.0,0.0,0.0,0,529,0,1
2562,2750,1,0,0,0,0,18,600.0,0.0,0.0,179.0,11.0,0,571,1,1
2563,2751,1,2,3,1,0,41,0.0,0.0,0.0,0.0,0.0,0,530,0,1
2564,2752,1,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,1,444,1,0
2565,2752,2,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1,444,1,0
2566,2752,3,0,0,0,0,58,0.0,82.0,0.0,758.0,0.0,2,165,1,1
2567,2753,1,0,2,0,0,39,0.0,0.0,0.0,0.0,907.0,2,188,0,0
2568,2754,1,0,0,0,0,13,911.0,1.0,0.0,74.0,0.0,2,166,1,0
2569,2755,1,1,1,1,0,36,0.0,0.0,0.0,0.0,0.0,3,85,1,1
2570,2756,1,2,1,0,0,23,253.0,0.0,0.0,888.0,0.0,0,572,1,0
2571,2758,1,0,2,1,0,24,0.0,0.0,0.0,0.0,0.0,1,446,1,1
2572,2759,1,0,0,0,0,33,0.0,0.0,170.0,14.0,810.0,2,167,1,0
2573,2760,1,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,1,438,0,0
2574,2760,2,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,1,438,0,0
2575,2760,3,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,438,0,1
2576,2762,1,0,0,0,0,36,625.0,0.0,260.0,0.0,0.0,1,439,0,0
2577,2762,2,0,1,0,0,15,254.0,0.0,10.0,180.0,0.0,1,439,0,0
2578,2763,1,0,0,0,0,31,91.0,756.0,0.0,0.0,12.0,2,168,1,1
2579,2764,1,0,0,0,0,42,0.0,0.0,213.0,166.0,1209.0,2,189,0,1
2580,2765,1,2,0,0,0,27,1502.0,1.0,0.0,0.0,0.0,0,532,0,0
2581,2768,1,0,0,0,0,36,123.0,3.0,0.0,7.0,0.0,0,533,0,1
2582,2768,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,442,0,0
2583,2768,3,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,442,0,0
2584,2769,1,0,2,0,0,22,0.0,837.0,192.0,0.0,0.0,0,573,1,0
2585,2770,1,0,0,0,0,56,0.0,1721.0,0.0,96.0,0.0,1,443,0,0
2586,2772,1,0,0,0,0,23,0.0,0.0,0.0,757.0,0.0,1,444,0,0
2587,2773,1,2,0,0,0,25,314.0,2.0,648.0,92.0,0.0,5,94,0,0
2588,2774,1,0,0,0,0,29,3.0,0.0,3.0,0.0,697.0,0,575,1,0
